발표시각,지역,해당지역,특보종류,특보수준,특보명령,발효시각
2021-03-12 15:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(거제)",강풍,주의보,발표,2021-03-12 18:00:00
2021-03-12 15:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,발표,2021-03-12 18:00:00
2021-03-13 06:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(거제)",강풍,주의보,해제,2021-03-13 07:00:00
2021-03-13 06:10:00,부산·울산·경상남도,"울산앞바다( 평수구역 , 연안바다 ), 부산앞바다( 동부평수구역 , 서부평수구역 , 연안바다 ), 거제시동부앞바다( 연안바다 )",풍랑,주의보,해제,2021-03-13 06:10:00
2021-03-13 10:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다)",풍랑,주의보,해제,2021-03-13 11:00:00
2021-03-13 10:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다)",풍랑,주의보,해제,2021-03-13 12:00:00
2021-03-13 10:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다)",풍랑,주의보,해제,2021-03-13 13:00:00
2021-03-19 10:30:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,발표,2021-03-19 12:00:00
2021-03-19 22:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,해제,2021-03-20 00:00:00
2021-03-27 16:00:00,부산·울산·경상남도,"부산, 경상남도(양산, 남해, 고성, 거제, 사천, 통영, 김해, 창원)",강풍,주의보,발표,2021-03-27 18:00:00
2021-03-28 04:10:00,부산·울산·경상남도,"부산앞바다( 서부평수구역 ), 경남서부남해앞바다( 동부평수구역 , 서부평수구역 , 남부평수구역 , 남해군연안바다 ), 거제시동부앞바다( 연안바다 )",풍랑,주의보,해제,2021-03-28 05:00:00
2021-03-28 06:00:00,부산·울산·경상남도,"울산, 부산",강풍,주의보,해제,2021-03-28 06:00:00
2021-03-28 09:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다)",풍랑,주의보,해제,2021-03-28 10:00:00
2021-03-28 09:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다)",풍랑,주의보,해제,2021-03-28 11:00:00
2021-03-29 10:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(고성, 거제, 통영, 함안, 밀양, 김해, 창원, 양산)",황사,경보,발표,2021-03-29 10:00:00
2021-03-30 09:30:00,부산·울산·경상남도,"울산, 부산, 경상남도",황사,경보,해제,2021-03-30 09:30:00
2021-04-01 09:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,발표,2021-04-01 10:00:00
2021-04-01 13:10:00,부산·울산·경상남도,부산앞바다( 서부평수구역 ),풍랑,주의보,발표,2021-04-01 14:00:00
2021-04-02 10:30:00,부산·울산·경상남도,부산앞바다( 서부평수구역 ),풍랑,주의보,해제,2021-04-02 12:00:00
2021-04-02 12:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부남쪽먼바다, 동해남부앞바다(울산앞바다)",풍랑,주의보,해제,2021-04-02 14:00:00
2021-04-04 07:00:00,부산·울산·경상남도,"부산, 경상남도(거제)",강풍,주의보,발표,2021-04-04 09:00:00
2021-04-04 07:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다)",풍랑,주의보,발표,2021-04-04 09:00:00
2021-04-04 07:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다)",풍랑,주의보,발표,2021-04-04 09:00:00
2021-04-04 23:00:00,부산·울산·경상남도,"부산, 경상남도(거제)",강풍,주의보,해제,2021-04-04 23:00:00
2021-04-05 07:10:00,부산·울산·경상남도,"부산앞바다( 동부평수구역 , 서부평수구역 , 연안바다 ), 거제시동부앞바다( 연안바다 )",풍랑,주의보,해제,2021-04-05 08:00:00
2021-04-05 22:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,해제,2021-04-06 00:00:00
2021-04-12 21:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(거제, 통영)",강풍,주의보,발표,2021-04-12 23:00:00
2021-04-13 07:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(거제, 통영)",강풍,주의보,해제,2021-04-13 07:00:00
2021-04-13 07:10:00,부산·울산·경상남도,"부산앞바다( 동부평수구역 , 서부평수구역 , 연안바다 ), 경남서부남해앞바다( 동부평수구역 , 서부평수구역 , 남부평수구역 , 남해군연안바다 ), 경남중부남해앞바다( 평수구역 , 연안바다 ), 거제시동부앞바다( 연안바다 )",풍랑,주의보,해제,2021-04-13 08:00:00
2021-04-20 10:00:00,부산·울산·경상남도,"부산, 경상남도(남해, 사천)",건조,주의보,발표,2021-04-20 10:00:00
2021-04-23 09:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,발표,2021-04-23 11:00:00
2021-04-23 09:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,발표,2021-04-23 12:00:00
2021-04-24 06:10:00,부산·울산·경상남도,부산앞바다( 서부평수구역 ),풍랑,주의보,해제,2021-04-24 07:00:00
2021-04-24 08:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,해제,2021-04-24 08:00:00
2021-04-25 12:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다)",풍랑,주의보,발표,2021-04-25 12:00:00
2021-04-25 12:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다)",풍랑,주의보,발표,2021-04-25 14:00:00
2021-04-25 22:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,해제,2021-04-26 00:00:00
2021-04-26 16:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(남해, 사천, 산청, 의령, 창원)",건조,주의보,해제,2021-04-26 16:00:00
2021-04-30 03:40:00,부산·울산·경상남도,부산,강풍,주의보,발표,2021-04-30 03:40:00
2021-04-30 04:00:00,부산·울산·경상남도,"남해동부앞바다(부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,발표,2021-04-30 05:00:00
2021-04-30 04:00:00,부산·울산·경상남도,"남해동부앞바다(부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,발표,2021-04-30 05:00:00
2021-04-30 07:00:00,부산·울산·경상남도,부산,강풍,주의보,해제,2021-04-30 08:00:00
2021-04-30 09:00:00,부산·울산·경상남도,"남해동부앞바다(부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,해제,2021-04-30 10:00:00
2021-05-04 16:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(남해, 고성, 거제, 통영)",강풍,주의보,발표,2021-05-04 18:00:00
2021-05-04 23:40:00,부산·울산·경상남도,"부산, 경상남도(김해)",호우,주의보,발표,2021-05-04 23:40:00
2021-05-05 01:30:00,부산·울산·경상남도,"부산, 경상남도(김해)",호우,주의보,해제,2021-05-05 01:30:00
2021-05-05 06:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(남해, 고성, 거제, 통영)",강풍,주의보,해제,2021-05-05 06:00:00
2021-05-05 13:15:00,부산·울산·경상남도,"부산, 경상남도(산청, 김해)",강풍,주의보,발표,2021-05-05 13:15:00
2021-05-05 17:00:00,부산·울산·경상남도,"부산, 경상남도(산청, 김해)",강풍,주의보,해제,2021-05-05 17:00:00
2021-05-08 10:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(창원)",건조,주의보,발표,2021-05-08 10:00:00
2021-05-11 11:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(창원)",건조,주의보,해제,2021-05-11 11:00:00
2021-05-28 11:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,발표,2021-05-28 13:00:00
2021-05-28 11:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(거제)",강풍,주의보,발표,2021-05-28 14:00:00
2021-05-28 11:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,발표,2021-05-28 14:00:00
2021-05-28 11:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,발표,2021-05-28 14:00:00
2021-05-28 18:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(거제)",강풍,주의보,해제,2021-05-28 19:00:00
2021-05-28 18:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,해제,2021-05-28 20:00:00
2021-07-03 12:00:00,부산·울산·경상남도,"부산, 경상남도(고성, 사천, 하동, 창원)",호우,주의보,발표,2021-07-03 13:00:00
2021-07-04 00:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(거제, 통영)",강풍,주의보,발표,2021-07-04 02:00:00
2021-07-04 00:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 경남서부남해앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,발표,2021-07-04 02:00:00
2021-07-04 00:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 경남서부남해앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,발표,2021-07-04 02:00:00
2021-07-04 09:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(거제, 통영)",강풍,주의보,해제,2021-07-04 09:00:00
2021-07-04 09:00:00,부산·울산·경상남도,"부산, 경상남도(남해, 고성, 사천, 창원)",호우,주의보,해제,2021-07-04 09:00:00
2021-07-04 13:00:00,부산·울산·경상남도,"남해동부먼바다, 남해동부앞바다(거제시동부앞바다, 경남서부남해앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,해제,2021-07-04 15:00:00
2021-07-05 23:30:00,부산·울산·경상남도,"부산, 경상남도(남해, 고성, 거제, 사천, 통영, 김해, 창원)",호우,주의보,발표,2021-07-05 23:30:00
2021-07-06 01:15:00,부산·울산·경상남도,"울산, 부산, 경상남도(거제)",강풍,주의보,발표,2021-07-06 01:15:00
2021-07-06 02:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,발표,2021-07-06 02:00:00
2021-07-06 02:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,발표,2021-07-06 04:00:00
2021-07-06 02:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,발표,2021-07-06 05:00:00
2021-07-06 12:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(거제)",강풍,주의보,해제,2021-07-06 12:00:00
2021-07-06 14:00:00,부산·울산·경상남도,"남해동부먼바다, 남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,해제,2021-07-06 15:00:00
2021-07-06 20:50:00,부산·울산·경상남도,"울산, 부산, 경상남도(거제, 통영, 합천, 창녕, 밀양)",호우,주의보,해제,2021-07-06 20:50:00
2021-07-07 12:30:00,부산·울산·경상남도,"부산, 경상남도(진주, 양산, 남해, 고성, 거제, 사천, 통영, 함안, 김해, 창원)",호우,주의보,발표,2021-07-07 12:30:00
2021-07-07 14:20:00,부산·울산·경상남도,"부산, 경상남도(고성, 사천, 김해)",호우,경보,변경,2021-07-07 14:20:00
2021-07-07 22:00:00,부산·울산·경상남도,"부산, 경상남도(김해, 창원)",호우,경보,해제,2021-07-07 22:00:00
2021-07-09 10:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(진주, 양산, 남해, 사천, 합천, 거창, 함양, 하동, 함안, 의령, 밀양, 김해, 창원)",폭염,주의보,발표,2021-07-09 10:00:00
2021-07-13 11:00:00,부산·울산·경상남도,"부산, 경상남도(밀양)",폭염,경보,변경,2021-07-13 11:00:00
2021-07-14 17:00:00,부산·울산·경상남도,"부산, 경상남도(양산, 산청, 밀양, 김해)",폭염,주의보,변경,2021-07-14 17:00:00
2021-07-16 17:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(진주, 남해, 고성, 거제, 거창, 함양, 산청, 하동, 함안, 의령, 밀양)",폭염,주의보,해제,2021-07-16 17:00:00
2021-07-19 10:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(진주, 남해, 고성, 거제, 하동, 함안, 의령, 밀양)",폭염,주의보,발표,2021-07-19 10:00:00
2021-07-31 10:00:00,부산·울산·경상남도,"부산, 경상남도(진주, 함양, 산청)",폭염,경보,변경,2021-07-31 10:00:00
2021-08-07 16:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(진주, 남해, 고성, 거제, 통영, 합천, 함양, 산청, 창녕, 함안, 의령)",폭염,주의보,변경,2021-08-07 16:00:00
2021-08-07 23:40:00,부산·울산·경상남도,"부산, 경상남도(김해)",호우,주의보,발표,2021-08-07 23:40:00
2021-08-08 03:00:00,부산·울산·경상남도,부산,호우,경보,해제,2021-08-08 03:00:00
2021-08-08 13:00:00,부산·울산·경상남도,"울산, 부산",폭염,주의보,해제,2021-08-08 13:00:00
2021-08-08 18:00:00,부산·울산·경상남도,부산,호우,주의보,발표,2021-08-08 19:00:00
2021-08-08 19:30:00,부산·울산·경상남도,부산,폭풍해일,주의보,발표,2021-08-08 19:30:00
2021-08-08 22:30:00,부산·울산·경상남도,"부산, 경상남도(거제, 창원)",폭풍해일,주의보,해제,2021-08-08 22:30:00
2021-08-08 23:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,발표,2021-08-09 01:00:00
2021-08-08 23:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(거제)",강풍,주의보,발표,2021-08-09 02:00:00
2021-08-08 23:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,발표,2021-08-09 02:00:00
2021-08-09 03:10:00,부산·울산·경상남도,"울산, 부산",호우,주의보,해제,2021-08-09 03:10:00
2021-08-09 10:00:00,부산·울산·경상남도,"부산앞바다( 서부평수구역 ), 거제시동부앞바다( 연안바다 )",풍랑,주의보,해제,2021-08-09 10:00:00
2021-08-09 12:30:00,부산·울산·경상남도,"울산, 부산, 경상남도(거제)",강풍,주의보,해제,2021-08-09 12:30:00
2021-08-09 17:00:00,부산·울산·경상남도,"부산앞바다( 서부평수구역 ), 거제시동부앞바다( 연안바다 )",풍랑,주의보,발표,2021-08-09 18:00:00
2021-08-10 11:00:00,부산·울산·경상남도,"부산앞바다( 서부평수구역 ), 거제시동부앞바다( 연안바다 )",풍랑,주의보,해제,2021-08-10 11:00:00
2021-08-10 16:00:00,부산·울산·경상남도,부산앞바다( 동부평수구역 ),풍랑,주의보,해제,2021-08-10 16:00:00
2021-08-11 03:00:00,부산·울산·경상남도,"남해동부안쪽먼바다, 남해동부앞바다(거제시동부앞바다, 부산앞바다)",풍랑,주의보,해제,2021-08-11 05:00:00
2021-08-11 10:00:00,부산·울산·경상남도,부산,폭염,주의보,발표,2021-08-11 10:00:00
2021-08-11 21:50:00,부산·울산·경상남도,"부산, 경상남도(거제)",폭풍해일,주의보,발표,2021-08-11 21:50:00
2021-08-12 00:00:00,부산·울산·경상남도,"부산, 경상남도(거제)",폭풍해일,주의보,해제,2021-08-12 00:00:00
2021-08-12 17:00:00,부산·울산·경상남도,"부산, 경상남도(진주, 함양, 산청, 창녕, 함안, 밀양, 김해, 창원)",폭염,주의보,해제,2021-08-12 17:00:00
2021-08-14 09:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,발표,2021-08-14 11:00:00
2021-08-14 09:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,발표,2021-08-14 11:00:00
2021-08-14 22:00:00,부산·울산·경상남도,"남해동부바깥먼바다, 남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,해제,2021-08-15 00:00:00
2021-08-17 10:25:00,부산·울산·경상남도,"부산, 경상남도(양산)",호우,주의보,발표,2021-08-17 10:25:00
2021-08-17 12:10:00,부산·울산·경상남도,"부산, 경상남도(양산)",호우,주의보,해제,2021-08-17 12:10:00
2021-08-17 13:00:00,부산·울산·경상남도,"남해동부안쪽먼바다, 남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부남쪽바깥먼바다",풍랑,주의보,발표,2021-08-17 15:00:00
2021-08-17 13:00:00,부산·울산·경상남도,"남해동부안쪽먼바다, 남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부남쪽바깥먼바다",풍랑,주의보,발표,2021-08-17 15:00:00
2021-08-18 04:00:00,부산·울산·경상남도,"남해동부안쪽먼바다, 남해동부앞바다(거제시동부앞바다, 부산앞바다)",풍랑,주의보,해제,2021-08-18 05:00:00
2021-08-18 04:00:00,부산·울산·경상남도,"남해동부안쪽먼바다, 남해동부앞바다(거제시동부앞바다, 부산앞바다)",풍랑,주의보,해제,2021-08-18 06:00:00
2021-08-21 05:00:00,부산·울산·경상남도,부산,호우,주의보,발표,2021-08-21 05:00:00
2021-08-21 05:00:00,부산·울산·경상남도,부산,호우,주의보,발표,2021-08-21 07:00:00
2021-08-21 10:00:00,부산·울산·경상남도,"울산, 부산",강풍,주의보,발표,2021-08-21 11:00:00
2021-08-21 10:00:00,부산·울산·경상남도,"남해동부앞바다(부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,발표,2021-08-21 11:00:00
2021-08-21 11:30:00,부산·울산·경상남도,"부산, 경상남도(양산, 거제, 김해)",호우,경보,변경,2021-08-21 11:30:00
2021-08-21 17:10:00,부산·울산·경상남도,"울산, 부산, 경상남도(양산, 거제, 통영, 김해)",호우,주의보,변경,2021-08-21 17:10:00
2021-08-21 22:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(양산, 거제, 통영, 김해)",호우,주의보,해제,2021-08-21 22:00:00
2021-08-22 02:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(남해, 거제, 통영)",강풍,주의보,해제,2021-08-22 04:00:00
2021-08-22 02:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 경남서부남해앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,해제,2021-08-22 04:00:00
2021-08-23 13:00:00,부산·울산·경상남도,"부산, 경상남도(고성, 거제, 사천, 통영, 하동, 창원)",호우,주의보,발표,2021-08-23 13:00:00
2021-08-23 13:00:00,부산·울산·경상남도,"부산, 경상남도(고성, 거제, 사천, 통영, 하동, 창원)",호우,주의보,발표,2021-08-23 14:00:00
2021-08-23 18:00:00,부산·울산·경상남도,"부산, 경상남도(남해, 고성, 거제, 사천, 통영, 하동, 창원)",태풍,주의보,변경,2021-08-23 20:00:00
2021-08-23 22:00:00,부산·울산·경상남도,"부산, 경상남도(남해, 고성, 거제, 사천, 통영, 하동, 김해, 창원)",태풍,경보,변경,2021-08-23 22:00:00
2021-08-23 22:00:00,부산·울산·경상남도,"부산, 경상남도(남해, 고성, 거제, 사천, 통영, 하동, 김해, 창원)",태풍,경보,변경,2021-08-23 23:00:00
2021-08-24 04:00:00,부산·울산·경상남도,"부산, 경상남도(진주, 양산, 남해, 고성, 거제, 사천, 통영, 합천, 창녕, 함안, 의령, 밀양, 김해, 창원)",태풍,경보,해제,2021-08-24 04:00:00
2021-08-24 12:30:00,부산·울산·경상남도,"울산, 부산",강풍,주의보,발표,2021-08-24 12:30:00
2021-08-24 18:00:00,부산·울산·경상남도,"울산, 부산",강풍,주의보,해제,2021-08-24 20:00:00
2021-08-25 15:00:00,부산·울산·경상남도,"부산, 경상남도(남해)",호우,주의보,발표,2021-08-25 15:00:00
2021-08-25 16:50:00,부산·울산·경상남도,"부산, 경상남도(거제)",호우,경보,변경,2021-08-25 16:50:00
2021-08-25 23:20:00,부산·울산·경상남도,부산,호우,경보,해제,2021-08-25 23:20:00
2021-09-01 20:30:00,부산·울산·경상남도,부산,호우,주의보,발표,2021-09-01 20:30:00
2021-09-01 23:00:00,부산·울산·경상남도,부산,호우,주의보,해제,2021-09-01 23:00:00
2021-09-15 12:30:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,발표,2021-09-15 13:30:00
2021-09-16 09:00:00,부산·울산·경상남도,"울산앞바다( 평수구역 , 연안바다 ), 부산앞바다( 동부평수구역 , 서부평수구역 , 연안바다 ), 경남서부남해앞바다( 동부평수구역 , 서부평수구역 , 남부평수구역 , 남해군연안바다 ), 거제시동부앞바다( 연안바다 )",풍랑,주의보,해제,2021-09-16 09:00:00
2021-09-16 17:10:00,부산·울산·경상남도,"울산앞바다( 평수구역 , 연안바다 ), 부산앞바다( 동부평수구역 , 서부평수구역 , 연안바다 ), 경남서부남해앞바다( 동부평수구역 , 서부평수구역 , 남부평수구역 , 남해군연안바다 )",풍랑,주의보,발표,2021-09-16 18:00:00
2021-09-17 04:00:00,부산·울산·경상남도,"부산, 경상남도(진주, 산청, 함안, 의령, 김해, 창원)",태풍,주의보,발표,2021-09-17 06:00:00
2021-09-17 04:00:00,부산·울산·경상남도,남해동부앞바다(부산앞바다),태풍,주의보,변경,2021-09-17 06:00:00
2021-09-17 14:30:00,부산·울산·경상남도,남해동부앞바다(부산앞바다),태풍,경보,변경,2021-09-17 14:30:00
2021-09-17 16:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(고성, 거제, 통영, 김해, 창원)",강풍,주의보,변경,2021-09-17 17:00:00
2021-09-17 18:00:00,부산·울산·경상남도,남해동부앞바다(부산앞바다),풍랑,주의보,변경,2021-09-17 18:00:00
2021-09-17 18:00:00,부산·울산·경상남도,남해동부앞바다(부산앞바다),풍랑,주의보,변경,2021-09-17 18:00:00
2021-09-18 04:00:00,부산·울산·경상남도,"울산, 부산",강풍,주의보,해제,2021-09-18 04:00:00
2021-09-18 04:00:00,부산·울산·경상남도,"남해동부앞바다(부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,해제,2021-09-18 04:00:00
2021-09-18 04:00:00,부산·울산·경상남도,"남해동부앞바다(부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,해제,2021-09-18 06:00:00
2021-09-22 12:50:00,부산·울산·경상남도,"부산, 경상남도(양산)",강풍,주의보,발표,2021-09-22 12:50:00
2021-09-22 13:40:00,부산·울산·경상남도,"부산, 경상남도(양산)",강풍,주의보,해제,2021-09-22 13:40:00
2021-10-12 01:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다)",풍랑,주의보,발표,2021-10-12 03:00:00
2021-10-13 04:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부남쪽바깥먼바다, 동해남부남쪽안쪽먼바다",풍랑,주의보,해제,2021-10-13 05:00:00
2021-10-17 06:10:00,부산·울산·경상남도,"부산앞바다( 서부평수구역 ), 경남서부남해앞바다( 남부평수구역 ), 거제시동부앞바다( 연안바다 )",풍랑,주의보,해제,2021-10-17 07:00:00
2021-10-20 06:00:00,부산·울산·경상남도,"남해동부안쪽먼바다, 남해동부앞바다(부산앞바다)",풍랑,주의보,발표,2021-10-20 08:00:00
2021-10-20 08:30:00,부산·울산·경상남도,"부산앞바다( 동부평수구역 , 연안바다 )",풍랑,주의보,해제,2021-10-20 09:00:00
2021-10-20 13:00:00,부산·울산·경상남도,남해동부앞바다(부산앞바다),풍랑,주의보,해제,2021-10-20 15:00:00
2021-11-08 08:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(진주, 양산, 남해, 고성, 거제, 사천, 통영, 산청, 하동, 함안, 밀양, 김해, 창원)",강풍,주의보,발표,2021-11-08 09:00:00
2021-11-08 16:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(진주, 양산, 남해, 고성, 거제, 사천, 통영, 산청, 하동, 함안, 밀양, 김해, 창원)",강풍,주의보,해제,2021-11-08 16:00:00
2021-11-22 10:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(양산, 밀양, 김해)",한파,주의보,발표,2021-11-22 21:00:00
2021-11-23 10:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(양산, 밀양, 김해)",한파,주의보,해제,2021-11-23 10:00:00
2021-11-25 10:00:00,부산·울산·경상남도,"울산, 부산",건조,주의보,발표,2021-11-25 10:00:00
2021-11-30 07:00:00,부산·울산·경상남도,"울산, 부산",건조,주의보,해제,2021-11-30 07:00:00
2021-11-30 09:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(남해, 고성, 거제, 사천, 통영, 산청, 하동, 창원)",강풍,주의보,발표,2021-11-30 11:00:00
2021-11-30 14:00:00,부산·울산·경상남도,"부산앞바다( 서부평수구역 ), 경남서부남해앞바다( 동부평수구역 , 서부평수구역 , 남해군연안바다 ), 경남중부남해앞바다( 평수구역 , 연안바다 )",풍랑,주의보,해제,2021-11-30 14:00:00
2021-12-01 04:00:00,부산·울산·경상남도,"울산앞바다( 평수구역 , 연안바다 ), 부산앞바다( 동부평수구역 , 연안바다 ), 경남서부남해앞바다( 남부평수구역 ), 거제시동부앞바다( 연안바다 )",풍랑,주의보,해제,2021-12-01 06:00:00
2021-12-01 10:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(남해, 고성, 거제, 사천, 통영, 산청, 하동, 창원)",강풍,주의보,해제,2021-12-01 10:00:00
2021-12-12 10:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(사천, 하동, 창원)",한파,주의보,발표,2021-12-12 21:00:00
2021-12-13 10:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(양산, 고성, 사천, 거창, 함양, 산청, 하동, 김해, 창원)",한파,주의보,해제,2021-12-13 10:00:00
2021-12-14 10:00:00,부산·울산·경상남도,"울산, 부산",건조,주의보,발표,2021-12-14 10:00:00
2021-12-16 04:00:00,부산·울산·경상남도,"울산, 부산",건조,주의보,해제,2021-12-16 04:00:00
2021-12-17 04:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(산청)",강풍,주의보,발표,2021-12-17 07:00:00
2021-12-17 10:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,발표,2021-12-17 11:00:00
2021-12-17 10:00:00,부산·울산·경상남도,"남해동부앞바다(거제시동부앞바다, 부산앞바다), 동해남부앞바다(울산앞바다)",풍랑,주의보,발표,2021-12-17 12:00:00
2021-12-17 10:00:00,부산·울산·경상남도,"울산, 부산, 경상남도",한파,주의보,발표,2021-12-17 21:00:00
2021-12-17 21:00:00,부산·울산·경상남도,"울산, 부산, 경상남도(산청)",강풍,주의보,해제,2021-12-17 22:00:00
